Chrom	Pos	Pos_normalized	Coverage	Target
chr3	178917526	0.533333333	3079	3
chr3	178917527	0.541666667	3095	3
chr3	178917528	0.55	3104	3
chr3	178917529	0.558333333	3120	3
chr3	178917530	0.566666667	3136	3
chr3	178917531	0.575	3146	3
chr3	178917532	0.583333333	3163	3
chr3	178917533	0.591666667	3181	3
chr3	178917534	0.6	3185	3
chr3	178917535	0.608333333	3195	3
chr3	178917536	0.616666667	3200	3
chr3	178917537	0.625	3202	3
chr3	178917538	0.633333333	3204	3
chr3	178917539	0.641666667	3219	3
chr3	178917540	0.65	3244	3
chr3	178917541	0.658333333	3255	3
chr3	178917542	0.666666667	3251	3
chr3	178917543	0.675	3269	3
chr3	178917544	0.683333333	3281	3
chr3	178917545	0.691666667	3310	3
chr3	178917546	0.7	3328	3
chr3	178917547	0.708333333	3347	3
chr3	178917548	0.716666667	3365	3
chr3	178917549	0.725	3371	3
chr3	178917550	0.733333333	3371	3
chr3	178917551	0.741666667	3372	3
chr3	178917552	0.75	3374	3
chr3	178917553	0.758333333	3377	3
chr3	178917554	0.766666667	3378	3
chr3	178917555	0.775	3386	3
chr3	178917556	0.783333333	3387	3
chr3	178917557	0.791666667	3395	3
chr3	178917558	0.8	3400	3
chr3	178917559	0.808333333	3403	3
chr3	178917560	0.816666667	3412	3
chr3	178917561	0.825	3415	3
chr3	178917562	0.833333333	3418	3
chr3	178917563	0.841666667	3419	3
chr3	178917564	0.85	3422	3
chr3	178917565	0.858333333	3425	3
chr3	178917566	0.866666667	3421	3
chr3	178917567	0.875	3432	3
chr3	178917568	0.883333333	3441	3
chr3	178917569	0.891666667	3449	3
chr3	178917570	0.9	3452	3
chr3	178917571	0.908333333	3455	3
chr3	178917572	0.916666667	3452	3
chr3	178917573	0.925	3450	3
chr3	178917574	0.933333333	3453	3
chr3	178917575	0.941666667	3457	3
chr3	178917576	0.95	3462	3
chr3	178917577	0.958333333	3461	3
chr3	178917578	0.966666667	3460	3
chr3	178917579	0.975	3463	3
chr3	178917580	0.983333333	3458	3
chr3	178917581	0.991666667	3456	3
chr3	178917582	1	3457	3
chr3	178927930	0.008333333	1531	4
chr3	178927931	0.016666667	1547	4
chr3	178927932	0.025	1567	4
chr3	178927933	0.033333333	1593	4
chr3	178927934	0.041666667	1619	4
chr3	178927935	0.05	1643	4
chr3	178927936	0.058333333	1663	4
chr3	178927937	0.066666667	1690	4
chr3	178927938	0.075	1713	4
chr3	178927939	0.083333333	1734	4
chr3	178927940	0.091666667	1766	4
chr3	178927941	0.1	1786	4
chr3	178927942	0.108333333	1809	4
chr3	178927943	0.116666667	1830	4
chr3	178927944	0.125	1851	4
chr3	178927945	0.133333333	1878	4
chr3	178927946	0.141666667	1923	4
chr3	178927947	0.15	1951	4
chr3	178927948	0.158333333	1969	4
chr3	178927949	0.166666667	1996	4
chr3	178927950	0.175	2020	4
chr3	178927951	0.183333333	2054	4
chr3	178927952	0.191666667	2068	4
chr3	178927953	0.2	2100	4
chr3	178927954	0.208333333	2132	4
chr3	178927955	0.216666667	2153	4
chr3	178927956	0.225	2171	4
chr3	178927957	0.233333333	2188	4
chr3	178927958	0.241666667	2200	4
chr3	178927959	0.25	2215	4
chr3	178927960	0.258333333	2243	4
chr3	178927961	0.266666667	2264	4
chr3	178927962	0.275	2285	4
chr3	178927963	0.283333333	2301	4
chr3	178927964	0.291666667	2324	4
chr3	178927965	0.3	2354	4
chr3	178927966	0.308333333	2371	4
chr3	178927967	0.316666667	2402	4
chr3	178927968	0.325	2425	4
chr3	178927969	0.333333333	2452	4
chr3	178927970	0.341666667	2484	4
chr3	178927971	0.35	2528	4
chr3	178927972	0.358333333	2558	4
chr3	178927973	0.366666667	2576	4
chr3	178927974	0.375	2600	4
chr3	178927975	0.383333333	2628	4
chr3	178927976	0.391666667	2645	4
chr3	178927977	0.4	2665	4
chr3	178927978	0.408333333	2695	4
chr3	178927979	0.416666667	2711	4
chr3	178927980	0.425	2745	4
chr3	178927981	0.433333333	2766	4
chr3	178927982	0.441666667	2782	4
chr3	178927983	0.45	2805	4
chr3	178927984	0.458333333	2827	4
chr3	178927985	0.466666667	2852	4
chr3	178927986	0.475	2867	4
chr3	178927987	0.483333333	2885	4
chr3	178927988	0.491666667	2900	4
chr3	178927989	0.5	2906	4
chr3	178927990	0.508333333	2929	4
chr3	178927991	0.516666667	2962	4
chr3	178927992	0.525	2982	4
chr3	178927993	0.533333333	2997	4
chr3	178927994	0.541666667	3009	4
chr3	178927995	0.55	3035	4
chr3	178927996	0.558333333	3055	4
chr3	178927997	0.566666667	3076	4
chr3	178927998	0.575	3099	4
chr3	178927999	0.583333333	3116	4
chr3	178928000	0.591666667	3140	4
chr3	178928001	0.6	3161	4
chr3	178928002	0.608333333	3179	4
chr3	178928003	0.616666667	3196	4
chr3	178928004	0.625	3208	4
chr3	178928005	0.633333333	3220	4
chr3	178928006	0.641666667	3233	4
chr3	178928007	0.65	3241	4
chr3	178928008	0.658333333	3254	4
chr3	178928009	0.666666667	3265	4
chr3	178928010	0.675	3282	4
chr3	178928011	0.683333333	3301	4
chr3	178928012	0.691666667	3311	4
chr3	178928013	0.7	3334	4
chr3	178928014	0.708333333	3359	4
chr3	178928015	0.716666667	3369	4
chr3	178928016	0.725	3381	4
chr3	178928017	0.733333333	3395	4
chr3	178928018	0.741666667	3408	4
chr3	178928019	0.75	3422	4
chr3	178928020	0.758333333	3431	4
chr3	178928021	0.766666667	3453	4
chr3	178928022	0.775	3462	4
chr3	178928023	0.783333333	3476	4
chr3	178928024	0.791666667	3487	4
chr3	178928025	0.8	3504	4
chr3	178928026	0.808333333	3512	4
chr3	178928027	0.816666667	3527	4
chr3	178928028	0.825	3533	4
chr3	178928029	0.833333333	3550	4
chr3	178928030	0.841666667	3559	4
chr3	178928031	0.85	3560	4
chr3	178928032	0.858333333	3575	4
chr3	178928033	0.866666667	3590	4
chr3	178928034	0.875	3606	4
chr3	178928035	0.883333333	3613	4
chr3	178928036	0.891666667	3628	4
chr3	178928037	0.9	3635	4
chr3	178928038	0.908333333	3642	4
chr3	178928039	0.916666667	3648	4
chr3	178928040	0.925	3654	4
chr3	178928041	0.933333333	3666	4
chr3	178928042	0.941666667	3674	4
chr3	178928043	0.95	3678	4
chr3	178928044	0.958333333	3692	4
chr3	178928045	0.966666667	3684	4
chr3	178928046	0.975	3692	4
chr3	178928047	0.983333333	3708	4
chr3	178928048	0.991666667	3719	4
chr3	178928049	1	3715	4
chr3	178928167	0.008333333	3997	5
chr3	178928168	0.016666667	3994	5
chr3	178928169	0.025	3999	5
chr3	178928170	0.033333333	3996	5
chr3	178928171	0.041666667	4007	5
chr3	178928172	0.05	4014	5
chr3	178928173	0.058333333	4011	5
chr3	178928174	0.066666667	4001	5
chr3	178928175	0.075	4005	5
chr3	178928176	0.083333333	4013	5
chr3	178928177	0.091666667	4021	5
chr3	178928178	0.1	4017	5
chr3	178928179	0.108333333	4016	5
chr3	178928180	0.116666667	4023	5
chr3	178928181	0.125	4018	5
chr3	178928182	0.133333333	4010	5
chr3	178928183	0.141666667	4005	5
chr3	178928184	0.15	4007	5
chr3	178928185	0.158333333	4006	5
chr3	178928186	0.166666667	4007	5
chr3	178928187	0.175	4005	5
chr3	178928188	0.183333333	4002	5
chr3	178928189	0.191666667	4012	5
chr3	178928190	0.2	4016	5
chr3	178928191	0.208333333	4012	5
chr3	178928192	0.216666667	4022	5
chr3	178928193	0.225	4026	5
chr3	178928194	0.233333333	4029	5
chr3	178928195	0.241666667	4031	5
chr3	178928196	0.25	4036	5
chr3	178928197	0.258333333	4034	5
chr3	178928198	0.266666667	4039	5
chr3	178928199	0.275	4041	5
chr3	178928200	0.283333333	4037	5
chr3	178928201	0.291666667	4059	5
chr3	178928202	0.3	4074	5
chr3	178928203	0.308333333	4079	5
chr3	178928204	0.316666667	4085	5
chr3	178928205	0.325	4073	5
chr3	178928206	0.333333333	4082	5
chr3	178928207	0.341666667	4085	5
chr3	178928208	0.35	4090	5
chr3	178928209	0.358333333	4087	5
chr3	178928210	0.366666667	4099	5
chr3	178928211	0.375	4090	5
chr3	178928212	0.383333333	4095	5
chr3	178928213	0.391666667	4110	5
chr3	178928214	0.4	4100	5
chr3	178928215	0.408333333	4100	5
chr3	178928216	0.416666667	4096	5
chr3	178928217	0.425	4094	5
chr3	178928218	0.433333333	4088	5
chr3	178928219	0.441666667	4095	5
chr3	178928220	0.45	4107	5
chr3	178928221	0.458333333	4108	5
chr3	178928222	0.466666667	4108	5
chr3	178928223	0.475	4110	5
chr3	178928224	0.483333333	4110	5
chr3	178928225	0.491666667	4107	5
chr3	178928226	0.5	4101	5
chr3	178928227	0.508333333	4104	5
chr3	178928228	0.516666667	4101	5
chr3	178928229	0.525	4078	5
chr3	178928230	0.533333333	4067	5
chr3	178928231	0.541666667	4079	5
chr3	178928232	0.55	4085	5
chr3	178928233	0.558333333	4072	5
chr3	178928234	0.566666667	4077	5
chr3	178928235	0.575	4079	5
chr3	178928236	0.583333333	4079	5
chr3	178928237	0.591666667	4074	5
chr3	178928238	0.6	4073	5
chr3	178928239	0.608333333	4064	5
chr3	178928240	0.616666667	4050	5
chr3	178928241	0.625	4058	5
chr3	178928242	0.633333333	4048	5
chr3	178928243	0.641666667	4048	5
chr3	178928244	0.65	4053	5
chr3	178928245	0.658333333	4045	5
chr3	178928246	0.666666667	4040	5
chr3	178928247	0.675	4040	5
chr3	178928248	0.683333333	4031	5
chr3	178928249	0.691666667	4029	5
chr3	178928250	0.7	4024	5
chr3	178928251	0.708333333	4017	5
chr3	178928252	0.716666667	4009	5
chr3	178928253	0.725	4008	5
chr3	178928254	0.733333333	4012	5
chr3	178928255	0.741666667	4018	5
chr3	178928256	0.75	4007	5
chr3	178928257	0.758333333	4006	5
chr3	178928258	0.766666667	4016	5
chr3	178928259	0.775	4003	5
chr3	178928260	0.783333333	3997	5
chr3	178928261	0.791666667	3993	5
chr3	178928262	0.8	3986	5
chr3	178928263	0.808333333	3976	5
chr3	178928264	0.816666667	3974	5
chr3	178928265	0.825	3972	5
chr3	178928266	0.833333333	3962	5
chr3	178928267	0.841666667	3958	5
chr3	178928268	0.85	3952	5
chr3	178928269	0.858333333	3940	5
chr3	178928270	0.866666667	3945	5
chr3	178928271	0.875	3942	5
chr3	178928272	0.883333333	3934	5
chr3	178928273	0.891666667	3928	5
chr3	178928274	0.9	3927	5
chr3	178928275	0.908333333	3917	5
chr3	178928276	0.916666667	3910	5
chr3	178928277	0.925	3911	5
chr3	178928278	0.933333333	3907	5
chr3	178928279	0.941666667	3888	5
chr3	178928280	0.95	3877	5
chr3	178928281	0.958333333	3858	5
chr3	178928282	0.966666667	3854	5
chr3	178928283	0.975	3849	5
chr3	178928284	0.983333333	3836	5
chr3	178928285	0.991666667	3827	5
chr3	178928286	1	3827	5
chr3	178935940	0.008333333	964	6
chr3	178935941	0.016666667	970	6
chr3	178935942	0.025	982	6
chr3	178935943	0.033333333	993	6
chr3	178935944	0.041666667	1010	6
chr3	178935945	0.05	1019	6
chr3	178935946	0.058333333	1026	6
chr3	178935947	0.066666667	1040	6
chr3	178935948	0.075	1054	6
chr3	178935949	0.083333333	1067	6
chr3	178935950	0.091666667	1082	6
chr3	178935951	0.1	1096	6
chr3	178935952	0.108333333	1118	6
chr3	178935953	0.116666667	1131	6
chr3	178935954	0.125	1144	6
chr3	178935955	0.133333333	1159	6
chr3	178935956	0.141666667	1167	6
chr3	178935957	0.15	1182	6
chr3	178935958	0.158333333	1193	6
chr3	178935959	0.166666667	1206	6
chr3	178935960	0.175	1222	6
chr3	178935961	0.183333333	1232	6
chr3	178935962	0.191666667	1253	6
chr3	178935963	0.2	1271	6
chr3	178935964	0.208333333	1281	6
chr3	178935965	0.216666667	1294	6
chr3	178935966	0.225	1311	6
chr3	178935967	0.233333333	1321	6
chr3	178935968	0.241666667	1334	6
chr3	178935969	0.25	1346	6
chr3	178935970	0.258333333	1358	6
chr3	178935971	0.266666667	1380	6
chr3	178935972	0.275	1396	6
chr3	178935973	0.283333333	1417	6
chr3	178935974	0.291666667	1431	6
chr3	178935975	0.3	1455	6
chr3	178935976	0.308333333	1480	6
chr3	178935977	0.316666667	1496	6
chr3	178935978	0.325	1511	6
chr3	178935979	0.333333333	1531	6
chr3	178935980	0.341666667	1543	6
chr3	178935981	0.35	1562	6
chr3	178935982	0.358333333	1578	6
chr3	178935983	0.366666667	1593	6
chr3	178935984	0.375	1613	6
chr3	178935985	0.383333333	1632	6
chr3	178935986	0.391666667	1644	6
chr3	178935987	0.4	1663	6
chr3	178935988	0.408333333	1682	6
chr3	178935989	0.416666667	1705	6
chr3	178935990	0.425	1735	6
chr3	178935991	0.433333333	1768	6
chr3	178935992	0.441666667	1817	6
chr3	178935993	0.45	1863	6
chr3	178935994	0.458333333	1894	6
chr3	178935995	0.466666667	1922	6
chr3	178935996	0.475	1951	6
chr3	178935997	0.483333333	1972	6
chr3	178935998	0.491666667	1997	6
chr3	178935999	0.5	2009	6
chr3	178936000	0.508333333	2027	6
chr3	178936001	0.516666667	2056	6
chr3	178936002	0.525	2081	6
chr3	178936003	0.533333333	2099	6
chr3	178936004	0.541666667	2130	6
chr3	178936005	0.55	2155	6
chr3	178936006	0.558333333	2172	6
chr3	178936007	0.566666667	2178	6
chr3	178936008	0.575	2193	6
chr3	178936009	0.583333333	2212	6
chr3	178936010	0.591666667	2225	6
chr3	178936011	0.6	2235	6
chr3	178936012	0.608333333	2252	6
chr3	178936013	0.616666667	2263	6
chr3	178936014	0.625	2274	6
chr3	178936015	0.633333333	2284	6
chr3	178936016	0.641666667	2295	6
chr3	178936017	0.65	2300	6
chr3	178936018	0.658333333	2311	6
chr3	178936019	0.666666667	2316	6
chr3	178936020	0.675	2321	6
chr3	178936021	0.683333333	2328	6
chr3	178936022	0.691666667	2341	6
chr3	178936023	0.7	2349	6
chr3	178936024	0.708333333	2358	6
chr3	178936025	0.716666667	2371	6
chr3	178936026	0.725	2378	6
chr3	178936027	0.733333333	2393	6
chr3	178936028	0.741666667	2402	6
chr3	178936029	0.75	2409	6
chr3	178936030	0.758333333	2420	6
chr3	178936031	0.766666667	2425	6
chr3	178936032	0.775	2434	6
chr3	178936033	0.783333333	2445	6
chr3	178936034	0.791666667	2452	6
chr3	178936035	0.8	2461	6
chr3	178936036	0.808333333	2465	6
chr3	178936037	0.816666667	2474	6
chr3	178936038	0.825	2485	6
chr3	178936039	0.833333333	2491	6
chr3	178936040	0.841666667	2505	6
chr3	178936041	0.85	2516	6
chr3	178936042	0.858333333	2517	6
chr3	178936043	0.866666667	2517	6
chr3	178936044	0.875	2525	6
chr3	178936045	0.883333333	2524	6
chr3	178936046	0.891666667	2530	6
chr3	178936047	0.9	2537	6
chr3	178936048	0.908333333	2543	6
chr3	178936049	0.916666667	2550	6
chr3	178936050	0.925	2562	6
chr3	178936051	0.933333333	2567	6
chr3	178936052	0.941666667	2573	6
chr3	178936053	0.95	2573	6
chr3	178936054	0.958333333	2573	6
chr3	178936055	0.966666667	2578	6
chr3	178936056	0.975	2585	6
chr3	178936057	0.983333333	2596	6
chr3	178936058	0.991666667	2597	6
chr3	178936059	1	2601	6
chr3	178937321	0.008333333	920	7
chr3	178937322	0.016666667	940	7
chr3	178937323	0.025	948	7
chr3	178937324	0.033333333	961	7
chr3	178937325	0.041666667	975	7
chr3	178937326	0.05	992	7
chr3	178937327	0.058333333	1015	7
chr3	178937328	0.066666667	1052	7
chr3	178937329	0.075	1081	7
chr3	178937330	0.083333333	1107	7
chr3	178937331	0.091666667	1132	7
chr3	178937332	0.1	1151	7
chr3	178937333	0.108333333	1168	7
chr3	178937334	0.116666667	1181	7
chr3	178937335	0.125	1197	7
chr3	178937336	0.133333333	1216	7
chr3	178937337	0.141666667	1235	7
chr3	178937338	0.15	1249	7
chr3	178937339	0.158333333	1274	7
chr3	178937340	0.166666667	1292	7
chr3	178937341	0.175	1315	7
chr3	178937342	0.183333333	1344	7
chr3	178937343	0.191666667	1363	7
chr3	178937344	0.2	1390	7
chr3	178937345	0.208333333	1424	7
chr3	178937346	0.216666667	1439	7
chr3	178937347	0.225	1465	7
chr3	178937348	0.233333333	1485	7
chr3	178937349	0.241666667	1511	7
chr3	178937350	0.25	1529	7
chr3	178937351	0.258333333	1565	7
chr3	178937352	0.266666667	1589	7
chr3	178937353	0.275	1623	7
chr3	178937354	0.283333333	1641	7
chr3	178937355	0.291666667	1674	7
chr3	178937356	0.3	1696	7
chr3	178937357	0.308333333	1722	7
chr3	178937358	0.316666667	1741	7
chr3	178937359	0.325	1759	7
chr3	178937360	0.333333333	1783	7
chr3	178937361	0.341666667	1803	7
chr3	178937362	0.35	1823	7
